PartNumber,Description,ItemStatus,SalesUnit,Authorization,PriceGroup,PriceGroupDescription,ProductLifeCycleManagement,ItemClass
ST16D                         ,"SmartMount® Dedicated Tilt Wall Mount 16"" Stud Adaptor plate sold separately",No Purchases,EA,False,CORE,Mounts,Use Up,FPSS STANDETAIL          
ST630                         ,"SmartMount® Universal Tilt Mount For 10"" to 29"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
ST630P                        ,"TILT MOUNT 10""-29""",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
ST632                         ,"TILT MOUNT 22""-43"" SEC",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
ST632P                        ,"TILT MOUNT 22""-43""",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
ST635                         ,"SmartMount® Universal Tilt Wall Mount For 13"" to 37"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
ST635P                        ,"SmartMount® Universal Tilt Wall Mount For 13"" to 37"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
ST640                         ,SmartMount® Universal Tilt Wall Mount For 32” to 50” TV's,Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
ST640P                        ,SmartMount® Universal Tilt Wall Mount For 32” to 50” TV's Non-Sec,Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
ST650                         ,SmartMount® Universal Tilt Wall Mount For 39” to 75” TV's,Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
ST650P                        ,"TILT MOUNT 39""-75""",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
ST650P-M                      ,"TILT MOUNT 39""-75""",Active,EA,False,CORE,Mounts,Active,FPSS STANDPMNT           
ST660                         ,"Security SmartMount® Universal Tilt Mount For 39"" to 80"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
ST660P                        ,"SmartMount® Universal Tilt Mount For 39"" to 80"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
ST660P-M                      ,"TILT MOUNT 39""-80""",Active,EA,False,CORE,Mounts,Active,FPSS STANDPMNT           
ST670                         ,"Security SmartMount® Universal Tilt Mount For 46"" to 90"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
ST670P                        ,"SmartMount® Universal Tilt Mount For 46"" to 90"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
ST670P-M                      ,PEERLESS ST670P-M UNIV TILT 46-90,Active,EA,False,CORE,Mounts,Active,FPSS STANDPMNT           
ST680                         ,"Security SmartMount® Universal Tilt Mount For 60"" to 98"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
ST680P                        ,UNIV TILT WALL MNT XXL NON-SEC BLK 60-98,Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
ST680P-M                      ,PEERLESS ST680P-M UNIV TILT 60-95,Active,EA,False,CORE,Mounts,Active,FPSS STANDPMNT           
STP680                        ,SmartMount® Universal Tilt Wall Mount for Portrait Orientation,Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
SUA740P                       ,"Designer Series Articulating Wall Mount - 32-43""",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
SUA747PU                      ,"Designer Series Articulating Wall Mount - 32-50""",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
SUA761PU                      ,"Designer Series Articulating Wall Mount - 37-65""",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
SUA771PU                      ,"Designer Series Articulating Wall Mount - 42-90""",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
SUF640P                       ,"Universal Ultra Slim Flat Wall Mount For 37"" to 50"" Ultra-thin TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
SUF640P-CUS762                ,"Flat Wall Mt For 37"" to 50"" TVs (ECN 35461)",Active,EA,False,CORE,Mounts,Active,FPSS STANDPMNT           
SUF640P-M                     ,PEERLESS SUF640P-M SLIM FLAT 37-50,Active,EA,False,CORE,Mounts,Active,FPSS STANDPMNT           
SUF641                        ,"Universal Ultra Slim Flat Wall Mount For 24"" to 50"" Ultra-thin TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
SUF650P                       ,"Universal Ultra Slim Flat Wall Mount For 37"" to 75"" Ultra-thin TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
SUF650P-M                     ,PEERLESS SUF650P-M SLIM FLAT 37-75,Active,EA,False,CORE,Mounts,Active,FPSS STANDPMNT           
SUF651                        ,"Universal Ultra Slim Flat Wall Mount For 37"" to 75"" Ultra-thin TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
SUF660P                       ,"Universal Ultra Slim Flat Wall Mount For 40"" to 80"" Ultra-thin TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
SUF660P-M                     ,PEERLESS SUF660P-M SLIM FLAT 40-80,Active,EA,False,CORE,Mounts,Active,FPSS STANDPMNT           
SUF661                        ,"Universal Ultra Slim Flat Wall Mount For 40"" to 80"" Ultra-thin TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
TRA729                        ,"ARTICULATING MOUNT 10""-29""",No Purchases,EA,,PRO,Professional Sales Price Group,Use Up,FPSS STAND               
TRA746                        ,"ARTICULATING MOUNT 32""-50""",No Purchases,EA,,PRO,Professional Sales Price Group,Use Up,FPSS STAND               
TRA765                        ,"ARTICULATING MOUNT 42""-75""",No Purchases,EA,,PRO,Professional Sales Price Group,Use Up,FPSS STANDTRVUE          
TRP729                        ,"PIVOT MOUNT 10""-29""",No Purchases,EA,,PRO,Professional Sales Price Group,Use Up,FPSS STANDTRVUE          
TRWV110/BK                    ,"Flat, VESA®  75, 100  For Screen Sizes  10-29”",No Purchases,EA,,PRO,Professional Sales Price Group,Use Up,FPSS STAND               
TRWV350/BK                    ,"Full Motion, up to VESA®  400x400mm  For Screen Sizes  32-50”",No Purchases,EA,,PRO,Professional Sales Price Group,Use Up,FPSS STAND               
TRWV450/BK                    ,"Full Motion, up to VESA®  600x400mm*  For Screen Sizes  42-75”",No Purchases,EA,,PRO,Professional Sales Price Group,Use Up,FPSS STANDTRVUE          
TTS4X4                        ,Table Top TV Stand - 400 x 400,Active,EA,True,RETAIL,TruVue,Active,FPSS STANDTRVUE          
TTS6X4                        ,Table Top TV Stand - 600 x 400,Active,EA,True,RETAIL,TruVue,Active,FPSS STANDTRVUE          
TVA1029                       ,"Articulating Wall Mount 10-27"" w/ HDMI cable",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
TVA2256                       ,"Articulating Wall Mount 13-47"" w/ HDMI cable and Tray",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
TVA2256-A                     ,"Articulating Wall Mount 13-47""",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
TVA4275                       ,"Articulating Wall Mount 42-75"" w/ HDMI cable and Tray",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
TVA4275-A                     ,"Articulating Wall Mount - 42-75""",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
TVA724                        ,"TVX V100 FMPLUS 10-29"" NONSEC",No Request,EA,False,RETAIL,TruVue,Use Up,FPSS STAND               
TVA737                        ,"ARTICULATING MOUNT 22""-43""",No Request,EA,False,RETAIL,TruVue,Use Up,FPSS STAND               
TVA746                        ,"ARTICULATING MOUNT 32""-50""",No Request,EA,False,RETAIL,TruVue,Use Up,FPSS STAND               
TVA750                        ,"TruVue UNIV ART MOUNT 32-50""+ NONSEC",Active,EA,True,RETAIL,TruVue,Active,FPSS STANDTRVUE          
TVA765                        ,"TVX UNIV FMPLUS 42-75"" NONSEC",No Request,EA,False,RETAIL,TruVue,Use Up,FPSS STAND               
TVA775                        ,"TruVue UNIV ART MOUNT 50-75""+ NONSEC",Active,EA,True,RETAIL,TruVue,Active,FPSS STANDTRVUE          
TVC3260                       ,"Tilting Ceiling Mount for 32-55"" Displays",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
TVF2240                       ,"Flat Wall Mount 13-37"" w/HDMI cable",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
TVF2256                       ,"Flat Wall Mount 32-50"" w/HDMI cable and tray",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
TVF2256-A                     ,"Flat Wall Mount 23-46""",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
TVF4275                       ,"Flat Wall Mount 42-75"" w/HDMI cable and tray",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
TVF4275-A                     ,"Flat Wall Mount 32-65""",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
TVF624                        ,"FLAT MOUNT 10""-29""",No Request,EA,False,RETAIL,TruVue,Use Up,FPSS STAND               
TVF637                        ,"FLAT MOUNT 22-43""",No Request,EA,False,RETAIL,TruVue,Use Up,FPSS STAND               
TVF646                        ,"FLAT MOUNT 32""-50""",No Request,EA,False,RETAIL,TruVue,Use Up,FPSS STAND               
TVF665                        ,"FLAT MOUNT 42""-75""",No Request,EA,False,RETAIL,TruVue,Use Up,FPSS STAND               
TVF665B                       ,"TVX UNIV FLAT BLK 42-75"" NONSEC with 3m HDMI Cable",Active,EA,False,CORE,Mounts,Active,FPSS STANDTRVUE          
TVFT650                       ,"TruVue UNIV FLAT/TILT MOUNT 32-50""+ NONSEC",Active,EA,True,RETAIL,TruVue,Active,FPSS STANDTRVUE          
TVFT665                       ,"TruVue UNIV FLAT/TILT MOUNT 50-65""+ NONSEC",Active,EA,True,RETAIL,TruVue,Active,FPSS STANDTRVUE          
TVFT690                       ,"TruVue UNIV FLAT/TILT MOUNT 65-90""+ NONSEC",Active,EA,True,RETAIL,TruVue,Active,FPSS STANDTRVUE          
TVP2240                       ,"TVX V200 PIVOT BLK 22-40"" NONSEC",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDTRVUE          
TVP724                        ,"PIVOT MOUNT 10""-29""",No Request,EA,False,RETAIL,TruVue,Use Up,FPSS STAND               
TVP737                        ,"PIVOT MOUNT 22""-43""",No Request,EA,False,RETAIL,TruVue,Use Up,FPSS STAND               
TVPRO10                       ,Universal Projector Mount for up to 22 LBS,Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
TVSH201                       ,Single AV Component Shelf for up to 22 LBS,Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
TVT2240                       ,"Tilt Wall Mount 13-37"" w/HDMI cable",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
TVT2256                       ,"Tilt Wall Mount 23-46"" w/HDMI cable and tray",No Request,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
TVT4275                       ,"Tilt Wall Mount 42-75"" w/HDMI cable and tray",No Request,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
TVT4275-A                     ,"Tilt Wall Mount 42-75""",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
TVT624                        ,"TILT MOUNT 10""-29""",No Request,EA,False,RETAIL,TruVue,Use Up,FPSS STAND               
TVT637                        ,"TVX V200 TILT BLK 22-40"" NONSEC",No Request,EA,False,RETAIL,TruVue,Use Up,FPSS STAND               
TVT646                        ,"TILT MOUNT 32""-50""",No Request,EA,False,RETAIL,TruVue,Use Up,FPSS STAND               
TVT665                        ,"TILT MOUNT 42""-75""",No Request,EA,False,RETAIL,TruVue,Use Up,FPSS STAND               
TVVW                          ,"Full Service Video Wall Mount -  For 46"" to 65"" Displays",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDTRVUE          
VCM-755                       ,DO NOT USE,No Sales,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
VCM580                        ,"Video Conferencing Solution for 55"" to 80"" Displays",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
VCM580S-4RU                   ,Single Display Floor to Wall VC Stand inc x1 2RU Rack,No Purchases,EA,False,CORE,Mounts,Use Up,FPSS STAND               
VCM755                        ,"Video Conferencing Mount for 46"" to 55"" Displays",No Purchases,EA,,PRO,Professional Sales Price Group,Use Up,FPSS STANDETAIL          
WMK-3298S                     ,"NEC Flat Wall Mount for 32- 98"" Displays",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
WMK-3298T                     ,"SHARP NEC Tilt Wall Mount for 32- 98"" Displays",Active,EA,,CUSTM,Custom Sales Price Group,Active,FPSS STAND               
WSP716-GB                     ,"Triple Metal stud wall plate For PLA Series, 16"" stud centers",Active,EA,False,CORE,Mounts,Use Up,FPSS STANDETAIL          
WSP724-GB                     ,"Triple Metal stud wall plate For PLA Series, 16"", 20"", 24"" stud centers",Active,EA,False,CORE,Mounts,Use Up,FPSS STANDETAIL          
WSP816                        ,Metal Stud Wall Plate For SP-850 and FPS-1000 Wall Mounts,Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
WSP820                        ,Metal Stud Wall Plate For SP-850 and FPS-1000 Wall Mounts,Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
125-0611                      ,SPEAKER MICROPHONE WX-CS560 (SET OF 1),Active,EA,,KIOSK,Kiosks,,PP                       
150-0016                      ,"BASE, PORTRAIT, 46/47/55 KIOSK",Active,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 LASER
150-0029                      ,"DOOR, PORTRAIT, FRONT 55 KIOSK",No Request,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 LASER
150-0040                      ,"LEG WELDMENT, PORTRAIT, 55 KIOSK",Active,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 WELD 
150-0105                      ,"DOOR LATCH, RIGHT, LAND. FOR KIL5XX KIOSKS",Active,EA,,KIOSK,Kiosks,,FAB                 PRESS
150-0106                      ,"DOOR LATCH, LEFT, LAND. FOR KIL5XX KIOSKS",Active,EA,,KIOSK,Kiosks,,FAB                 PRESS
150-0113                      ,"PROP BAR, CATCH FOR KIL5XX, KIL6XX, KIP6XX KIOSKS",Active,EA,,KIOSK,Kiosks,,FAB                 LASER
150-0190                      ,"TOP SUPPORT, DUAL FAN FOR KIL555 KIOSK",Active,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 COMBO
150-0379                      ,"DOOR, PORTRAIT, FRONT 42 KIOSK, 3"" DEEP",No Request,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 LASER
150-4019                      ,"DOOR, PORTRAIT,FRONT 46 KIOSK, SLV",Active,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 PAINT
150-4032                      ,"BASE, PORTRAIT, 40/42 KIOSK, SLV",Active,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 PAINT
150-4038                      ,"DOOR, PORTRAIT, REAR 40/42 KIOSK, SLV",Active,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 PAINT
150-4039                      ,"DOOR, PORTRAIT, FRONT 42 KIOSK, SLV",Active,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 PAINT
150-4125                      ,"COVER, TOP, WELDMENT FOR KIL542 KIOSK, SLV",Active,EA,,KIOSK,Kiosks,,FAB                 PAINT
150-4378                      ,"DOOR, PORTRAIT, FRONT 46 KIOSK, 3"" DEEP  SLV",Active,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 PAINT
150-4580P                     ,"COVER, FRONT FOR KIL755,SLV",Active,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 PAINT
150-4934                      ,"DOOR, PORTRAIT, FRONT 48 KIOSK, SLV",Active,EA,,KIOSK,Kiosks,,FAB                 PAINT
150-6316                      ,"22"" SHROUD FOR THE 22"" KIOSK WALL MART GREEN",Active,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 PAINT
150-P1030                     ,"DOOR, PORTRAIT, REAR 55 KIOSK, GBLK",Active,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 PAINT
150-P1038                     ,"DOOR, PORTRAIT, REAR 40/42 KIOSK, GBLK",Active,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 PAINT
150-P1039                     ,"DOOR, PORTRAIT, FRONT 42 KIOSK, GBLK",Active,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 PAINT
150-P1379                     ,"DOOR, PORTRAIT, FRONT 42 KIOSK, 3"" DEEP  BLK",Active,EA,,KIOSK,Kiosks,,FAB                 PAINT
150-P1580P                    ,"COVER, FRONT FOR KIL755,BLK",Active,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 PAINT
150-T1005                     ,"BRACKET, PORTRAIT, SCREEN SUPPORT, SIDE, TBLK",Active,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 PAINT
150-T1013                     ,"LOCK CATCH, KIOSKS, PORTRAIT, TBLK",Active,EA,False,KIOSK,Kiosks,,FAB                 PAINT
150-T1105                     ,"DOOR LATCH, RIGHT, LAND. FOR KIL5XX KIOSKS, BLK",Active,EA,,KIOSK,Kiosks,,FAB                 PAINT
150-T1106                     ,"DOOR LATCH, LEFT, LAND. FOR KIL5XX KIOSKS, BLK",Active,EA,,KIOSK,Kiosks,,FAB                 PAINT
150-T1113                     ,PROP CATCH BAR FOR LANDSCAPE KIOSK,Active,EA,,KIOSK,Kiosks,,FAB                 PAINT
151-0498                      ,CHARGING CUP VOLTA CHARGING STATION,Active,EA,,KIOSK,Kiosks,,PP                       
